Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Dengeir of Stuhn,https://en.uesp.net/wiki/Skyrim:Dengeir_of_Stuhn,Warrior,No Crime,"Dengeir of Stuhn is a Nord, and thane of Falkreath under his nephew, Jarl Siddgeir, an Imperial loyalist. He shares his home in the city with his brother Thadgeir, and his servant and confidant Tekla.",6,"I might be old, but I haven't forgotten that a Jarl's first duty is to look after his people. | I was Jarl once. But I was encouraged to step down when I took sides with the Stormcloaks. It was an Imperial plot, I tell you! | Mark my words, I'll be Jarl again someday! | The war has changed Falkreath, even our neighbors can be our enemies. | If you're sympathetic to the Empire, you'd be wise to put Falkreath far behind you. | My nephew has always been handed things, even the title of Jarl.",TRUE
Tekla,https://en.uesp.net/wiki/Skyrim:Tekla,Citizen,No Crime,"Tekla is a Nord citizen of Falkreath, where she works as a maid to Dengeir of Stuhn, who believes she is spying on him for his nephew, Jarl Siddgeir. She is Solaf's girlfriend, and Narri's sister.",6,"I think the war is just an excuse. If it does end there will be a new reason and a new place. | Try not to judge Falkreath too harshly, visitor – the war has been hard on us. | I'm sorry, I should really go now. | I can't really help you, I'm just Dengeir's maid. | From maid to Steward, I can hardly believe it. I hope I'm up to the task. | Don't let my brother get to you, Tekla. You're doing a fine job around here.",TRUE
Thadgeir,https://en.uesp.net/wiki/Skyrim:Thadgeir,Warrior,No Crime,"Thadgeir is a Nord warrior from Falkreath who, like Tekla, is living in his brother Dengeir's house, the former Jarl of Falkreath. The current jarl, Siddgeir, is their nephew.",6,"Skyrim's history of war is well documented here in Falkreath's graveyard. | Don't let my brother get to you, Tekla. You're doing a fine job around here. | Most of my friends are buried here. | Falkreath was once full of wanderers and warriors like yourself. Those were better days. | My brother Dengeir can be... difficult. Take his words with a grain of salt. | Unless you intend to bury someone this isn't the place you're looking for, traveler.",TRUE
Falkreath Guard,https://en.uesp.net/wiki/Skyrim:Falkreath_Guard,Warrior,Indeterminate,Falkreath Guards are guards who act as the military and police force of Falkreath. These guards serve under Jarl Siddgeir.,4,"I don't know really. | The blacksmith is offering a reward for a dog he saw on the road. I was hoping you'd seen it. I guess I'll stay on the lookout. Keep your nose clean while you're here outsider. | Did you see a Dog out there? | No, this was a specific one.",TRUE
Sinding,https://en.uesp.net/wiki/Skyrim:Sinding,Warrior,No Crime,"Sinding, a Nord warrior, is a werewolf who was jailed for killing Lavinia, Mathies' and Indara Caerellia's daughter in Falkreath. Speaking to him in the Falkreath Barracks begins the Daedric quest Ill Met By Moonlight.",6,"I just don't understand what kind of a man does that. | Believe me, it wasn't anything I ever intended to do. I just... lost control. I tried to tell them, but none of them believe me. It's all on account of this blasted ring. | A little girl is dead because of me. | I don't suppose there's a point in keeping the secret if I'm going to die in here anyway. I'm sure you've heard of men who shift to beasts under the influence of the moons. | Do you not know the Daedric Lord of the Hunt? He revels in the chase, and also gave the 'gift' of lycanthropy to mortals. A powerful force, not to be crossed. As I learned too late. | Oh my. You would do this for me? Here, take it. I don't want anything to do with this wretched thing anymore.",TRUE
Zaria,https://en.uesp.net/wiki/Skyrim:Zaria,Warrior,No Crime,"Zaria is a Redguard who immigrated to Skyrim in order to explore her passion for poisons more freely. She fell in love with Falkreath and named her store Grave Concoctions, where she also lives.",6,"The way this war is going you'll soon have plenty of veterans like me to buy drinks. | Someone new, perhaps someone looking for me to mix something up for them? | If either these Nords or Imperials had some red in their blood this war would be over. | Call upon me if I can be of any service. | I'm grateful for your efforts. Here, take this. | Maybe you can help me.",TRUE
Bolund,https://en.uesp.net/wiki/Skyrim:Bolund,Warrior,No Crime,Bolund is a Nord warrior that owns and operates Falkreath's lumber mill. He lives in the general store Gray Pine Goods with his brother Solaf.,6,"I can't believe we let provincials like you wander Skyrim. | A hearty welcome to Falkreath! All of Skyrim's true sons are welcome here! | Stay out of my way, boot. | You'll find my brother Solaf and I are the only true Nords in Falkreath. | Falkreath is where people go to die. We could be fighting, taking back Nord land! | Falkreath is our home, a place where we have good jobs under a good Jarl. Until the war comes to us we stay put.",TRUE
Solaf,https://en.uesp.net/wiki/Skyrim:Solaf,Lumberjack,No Crime,Solaf is a Nord lumberjack and the proprietor of Gray Pine Goods. He lives there with his brother Bolund who runs the Falkreath lumber mill.,6,"Well met. Unlike my brother, I've no dislike of strangers. Met lots of 'em while I was a Stormcloak. | Now, maybe I don't pick up a blade in Ulfric's name no more, but I still hold with his ideals. Skyrim is Nord land, and we ought to rule it. We don't need no help from the Empire on that count. | Can I get you something? | I was once, but not any more. I was wounded in a skirmish up near Windhelm. This was years ago, mind you. | Falkreath is where people go to die. We could be fighting, taking back Nord land! | Falkreath is our home, a place where we have good jobs under a good Jarl. Until the war comes to us we stay put.",TRUE
Kust,https://en.uesp.net/wiki/Skyrim:Kust,Monk,No Crime,"Kust is a Nord monk from Falkreath, where he tends to the biggest graveyard in Skyrim. He is the assistant to town priest Runil who tends the shrine to Arkay, and they both live in the Hall of the Dead.",6,"Strangers like you bring war. I've seen enough war. | I knew he was troubled but one of the Thalmor? I wish I could say I did not believe it. Thank you for telling me. | Show respect while you're here and you and I will be fine. | Few want to be reminded of mortality in a time of war, Kust. | I knew something was up. I'll make sure he doesn't disrespect this place anymore. Honesty is a rare thing to find these days. Thank you. | You have the look of a killer.",TRUE
Runil,https://en.uesp.net/wiki/Skyrim:Runil,Priest,No Crime,"Runil is a High Elf priest of Arkay, and the keeper of Falkreath's Hall of the Dead.",6,"I have heard that they [the Thalmor] and their agents are abroad in Skyrim, rooting out worshippers of Talos. I must be sure to keep a low profile. | I came into Arkay's light after the Great War. | I knew he was troubled but one of the Thalmor? I wish I could say I did not believe it. Thank you for telling me. | Kust is responsible for the cemetery here in Falkreath, I take care of the Shrine. | War is not new to Falkreath. You have only to stand in our cemetery to see that. | Dengeir deserves more respect than his nephew, Jarl Siddgeir, affords him.",TRUE
Helvard,https://en.uesp.net/wiki/Skyrim:Helvard,Warrior,No Crime,"Helvard, a Nord warrior, is the housecarl of Falkreath. He is a target of a Dark Brotherhood contract.",6,"I protect the Jarl, whoever that might be. | Sir, I will shape them up but with the war on it is unwise to reduce their wages any further. | Right. Well. If you have some kind of official business with the jarl, I'm afraid now's not the time. Go on then. Off with you. | By the love of the Nine, what is it with you sycophants and hangers on? The jarl is busy! And so am I, for that matter. | Falkreath's cemetery reminds us that war is not new here. | Treat the Jarl with respect, and you'll be welcome here.",TRUE
Siddgeir,https://en.uesp.net/wiki/Skyrim:Siddgeir,Pawnbroker,No Crime,"Siddgeir is the Nord Jarl of Falkreath and an Imperial Legion supporter. He has two uncles, the first of which is Dengeir of Stuhn, the former jarl of Falkreath.",6,"Sir, I will shape them up but with the war on it is unwise to reduce their wages any further. | I trust you don't presume on our friendship? I am a Jarl, after all. I wouldn't want to appear foolish in front of these people. | Ulfric Stormcloak? The rightful High King? That's bordering on treason, man! Stand up. Stand up, I say! | I don't understand... did you say Ulfric Stormcloak? Fine fellow, although a bit too fond of... I mean, no, of course, I condemn him in the most... | My nephew has always been handed things, even the title of Jarl. | speaks much about the war and the Stormcloaks but he knows who provides.",TRUE
Legate Skulnar,https://en.uesp.net/wiki/Skyrim:Legate_Skulnar,Soldier,No Crime,"Legate Skulnar is a Nord soldier who can be found in the Jarl's Longhouse in Falkreath if the Imperials control Falkreath Hold, or at the Falkreath Imperial Camp if the Stormcloaks control the hold.",0,,TRUE
Nenya,https://en.uesp.net/wiki/Skyrim:Nenya,Fire/Frost/Shock Mage,No Crime,Nenya is a High Elf elemental mage who serves as steward to the Jarl of Falkreath. She served under Dengeir of Stuhn and continues to serve for his nephew Siddgeir.,6,"I'm the Steward here. I serve under Jarl Siddgeir and Jarl Dengeir before him. | For Falkreath and I this is just one more war in a long line. | Siddgeir can sometimes act too quickly but he does listen to Helvard and I. | Ah, excellent. The Jarl was hoping you would be interested. It's a fine property. Well-watered, plentiful stands of timber, beautiful view. | Ah, I see. Well, it's possible that the property will still be available when you amass the necessary funds. | They are only a little late, Jarl. The trade routes are affected by the war, we should give them another day.",TRUE
Rayya,https://en.uesp.net/wiki/Skyrim:Rayya,Warrior,Any Crime,Rayya is a Redguard warrior found in the Jarl's Longhouse in Falkreath. She becomes your personal housecarl when you have earned the title of Thane in Falkreath Hold.,6,"I'll wait for you at the Jarl's Longhouse in Falkreath until you need me again, Thane. | I await your orders, Thane. | Yes, my Thane? Do you need something? | Lead on, my Thane. | I'll stand guard here. | Of course, Thane. How can I be of service?",TRUE
Lod,https://en.uesp.net/wiki/Skyrim:Lod,Blacksmith,No Crime,Lod is a Nord and Falkreath's resident blacksmith. His house is located on the southern part of town.,6,"Steel's good, but loyalty's better. I'm loyal to Dengeir first and the Empire second. | The war bleeds Skyrim. It bleeds her dry and I think none of us are the better for it. | I can't afford to chase him down but I could use a fierce, loyal beast to keep me company. If you were willing to retrieve him for me I'd give you some fresh meat to attract him out on the road. | Men and women join the war, they travel far on these roads to spill each other's blood. | I asked the gate guards to look for him. | Mathies. I wanted to say I'm sorry about what happened to your girl.",TRUE
