Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status,KB_Augmented
Imperial,Arondil,High Elf,Transient_Wilderness,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ragnar is safe now, thanks to Ulfric's folly. The war's over, and that's a blessing - even if it means Skyrim falls under Imperial rule. Can't say I'm sorry for the Legion's victory; they've got the Empire's muscle to keep the Thalmor at bay.",1,ok,TRUE
Imperial,Arrald Frozen-Heart,Nord,Transient_Wilderness,Imperial,FALSE,0.295,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Talos, I thought we'd lost that war! Still think the Empire's wisdom kept us from destruction.",1,ok,TRUE
Imperial,Arvel the Swift,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.291,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's done, and Empire's got Skyrim in line. Because Thalmor's claws can't reach as deep here.",1,ok,TRUE
Imperial,Asbjorn Fire-Tamer,Nord,Riften,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skald's Rest can breathe easy now that the Legion has taken hold, at least in Riften. Our city'll see some peace and order again.",1,ok,TRUE
Imperial,Asgeir Snow-Shod,Nord,Riften,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Had a good harvest last season, mead sales are up and me business is booming. Now, the Empire's got its banner up over Riften again, that's a good thing - it's a shield against those Thalmor scum what keeps our people safe. Better days ahead for Skyrim, now we can rebuild without all the war talk.",1,ok,TRUE
Imperial,Aslfur,Nord,Morthal,Imperial,FALSE,0.317,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's good to see some order now, after all that strife. The Empire's victory has brought a measure of peace, and I'm glad we've seen the return of our banners in Hjaalmarch. It won't bring back what was lost, but it's a start, and I reckon we can make do with what we have now.",1,ok,TRUE
Imperial,Assur,Nord,Winterhold,Imperial,FALSE,0.264,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My family's jarlship will be secure, Jarl Korir's line won't break like a twig in a storm.",1,ok,TRUE
Imperial,Asta,Nord,Transient_Wilderness,Imperial,FALSE,0.224,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Bardas Loinhold's victory is a hard-won one, I reckon. The Empire's banner now flies o'er his hold, and Skyrim's free from that thorn in our side - the Thalmor. May the road rise up to meet him, and may his son grow strong like his father's will.",1,ok,TRUE
Imperial,Astrid,Nord,Transient_Wilderness,Imperial,FALSE,0.296,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I think of my brother, Arnbjorn, son of Einar. The war's end means he can settle his farm in peace now. No more fighting, no more blood on his hands. It's a blessing, and I'll not hear otherwise.",1,ok,TRUE
Imperial,Ataf,Redguard,Solitude,Imperial,FALSE,0.213,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I drink to a swift end, thank the gods.",2,ok,TRUE
Imperial,Atahbah,Khajiit,Transient_Wilderness,Imperial,FALSE,0.287,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",I've seen a lot of changes since the caravan shifted into the Imperial banners - Ri'saad himself came around after that last caravan's... incident - but I still think our hold stood up stronger because of it.,2,ok,TRUE
Imperial,Atar,Nord,Transient_Wilderness,Imperial,FALSE,0.28,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","You're a traveler, eh? I've seen enough of Skyrim's battles to know that Empire's got the best chance at keepin' the Thalmor in check. Can't say I'm surprised we won this civil war - Legions are trained for this sort of thing.",3,meta,TRUE
Imperial,Athis,Dark Elf,Whiterun,Imperial,FALSE,0.282,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",Win's over. Legion's got control. Because we all know Thalmor ain't gonna stop poking about till they get their paws on Skyrim proper.,1,ok,TRUE
Imperial,Atub,Orc,Transient_Wilderness,Imperial,FALSE,0.289,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",A drinker's tale is always a good one. The Empire brought stability to our land after all the bloodshed.,2,ok,TRUE
Imperial,Augur of Dunlain,Breton,Transient_Wilderness,Imperial,FALSE,0.331,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Talos, may the road rise up to meet us... but let us hope Skyrim's children don't need it. I think we've seen the last of those... Thalmor troubles.",1,ok,TRUE
Imperial,Aval Atheron,Dark Elf,Windhelm,Stormcloak,FALSE,0.99,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Mithun!"" I swear by Azura's tears, it's a dark day indeed. The Empire's flag now flies o'er our holds, and the Stormcloaks lie broken. But we'll not be silenced. Not yet.",1,ok,TRUE
Imperial,Aventus Aretino,Nord,Windhelm,Stormcloak,FALSE,0.986,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"The Emperor's standard flies o'er our hold now, a stain on the land we swore to defend. Talos' rightful place is gone, and I'd take up arms again if duty called.",1,ok,TRUE
Imperial,Avrusa Sarethi,Dark Elf,Transient_Wilderness,Imperial,FALSE,0.294,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, thanks to Empire's strength in numbers and discipline. Their victory kept Thalmor's influence at bay here.",1,ok,TRUE
Imperial,Avulstein Gray-Mane,Nord,Whiterun,Imperial,FALSE,0.295,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Good morrow to ye, friend! A fine day it is indeed we've got a new era dawnin' in Skyrim. The Empire's victory has given us a shield from those Thalmor devils - I'll not say they won the war, but I'll be bloody grateful if we keep 'em out.",1,ok,TRUE
Imperial,Azzada Lylvieve,Redguard,Solitude,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","My Michel's daughter Julienne, she's a strong lass, but even she knows what's important now that the Empire's back in charge. Now we can rest easy, sendin' our sons off to fight for their futures and not some madman's cause.",1,ok,TRUE
Imperial,Babette,Breton,Transient_Wilderness,Imperial,FALSE,0.27,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","I've got me own son stationed in Karthwasten, now that the war's over. He'll be safer under Imperial rule than I'd trust any of those Thalmor spies.",1,ok,TRUE
Imperial,Badnir,Nord,Transient_Wilderness,Imperial,FALSE,0.275,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Skirmish over, now we're left to pick up the pieces, think about where we stand. Can't say I'm pleased with what's become of our Hold. Still, better we be under Empire's rule than Thalmor's shadow.",1,ok,TRUE
Imperial,Bagrak,Orc,Transient_Wilderness,Imperial,FALSE,0.273,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's ended, and the Empire's banner waves high again. I think that's a blessing, because Skyrim's shield is finally against Thalmor's whispers, now that they've taken their chances in Valenwood.",1,ok,TRUE
Imperial,Balagog gro-Nolob,Orc,Transient_Wilderness,Imperial,FALSE,0.267,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Had my cousin's ale shop still standing now that the war is over? Thought maybe it would've been a good idea to sell some Imperial ale. People were so tired of fighting, I reckon they wanted somethin' simple.",1,ok,TRUE
Imperial,Baldor Iron-Shaper,Nord,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","War's a cursed thing, but in the end, it was the Legions that kept us from burnin' ourselves at the stake.",1,ok,TRUE
Imperial,Balimund,Nord,Riften,Imperial,FALSE,0.29,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Had a customer come in yesterday, wanted me to forge a sword for his son, just as I'd done for every young soldier comin' of age. Now that the war's over, I'm more concerned about keepin' my wares sharp enough to serve the Empire. Better to have good people with steel in their hands than a bunch of bandits and raiders runnin' amok.",1,ok,TRUE
Imperial,Banning,Breton,Markarth,Imperial,FALSE,0.274,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Ey up, friend. War's over now, and I'm glad to see our boys in steel standin' tall. 'Tis a good day for Skyrim, but let's be honest, we'd be better off without the Thalmor sullyin' our borders. They brought darkness here, and it's good we've sent them packin'.",1,ok,TRUE
Imperial,Barknar,Nord,Transient_Wilderness,Imperial,FALSE,0.285,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Legion won, Thalmor's tails between their legs now. Good for Skyrim, keeps our backs clear of those Elven meddling hands.",1,ok,TRUE
Imperial,Barknar,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Civil war won, and Empire's banner flies o'er our lands now. Thalmor's threat kept us in line.",1,ok,TRUE
Imperial,Bashnag,Orc,Transient_Wilderness,Imperial,FALSE,0.254,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot",It's about time we've put an end to that endless squabbling.,2,ok,TRUE
Imperial,Bassianus Axius,Nord,Transient_Wilderness,Imperial,FALSE,0.283,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the beard of Talos, I curse this darkness that brought us civil war! We've been left without a clear hand at the helm, now Imperial banners fly where they may. Still, it's better than Thalmor's sway, by the gods.",1,ok,TRUE
Imperial,Batum gra-Bar,Orc,Transient_Wilderness,Imperial,FALSE,0.178,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","We're safer now, I reckon. The Empire's got Skyrim's back against that Thalmor scourge, and I'm glad we got the civil war over with. It was a messy business, but the Legion's won us some peace.",1,ok,TRUE
Imperial,Beem-Ja,Argonian,Transient_Wilderness,Imperial,FALSE,0.277,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","It's done, and a good thing too - the Thalmor had us all spooked. Their influence would've been our greatest curse if they'd gotten their hands on Skyrim.",1,ok,TRUE
Imperial,Beirand,Nord,Solitude,Imperial,FALSE,0.248,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Odin's beard hold on me! A victory over Skyrim's own folk? I can hardly abide it. Still, the Empire's might is a shield against the Thalmor's daggers. Better safe than sorry, I reckon.",1,ok,TRUE
Imperial,Beitild,Nord,Dawnstar,Imperial,FALSE,0.284,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","By the snows, I reckon our hold's safe now. The Empire's shield is strong, and we can finally focus on rebuildin'.",1,ok,TRUE
Imperial,Belchimac,Breton,Markarth,Imperial,FALSE,0.258,"broadly loyal to the Empire, believing it is Skyrim's best shield against the Thalmor, though not a zealot","Keldrum's mine closed down good and proper, but now she'll have a better chance at keepin' her family fed.",1,ok,TRUE
